Gene Symbol;CMVnull_1;CMVnull_2;CMVnull_3;CMVnull_4;CMVnull_5;GATA6_1;GATA6_2;GATA6_3;GATA6_4;GATA6_5;GATA6_6;GATA6_7
SIK1 ;7.328052;7.841587;7.535357;7.231034;7.376933;6.777544;6.745414;6.795642;6.649167;6.928081;7.316479;6.47544
OTTHUMG00000037268  // RP11-191N8.2 ;5.124364;5.433313;5.057401;4.54725;4.754542;3.963907;4.207883;4.36385;4.205978;4.449403;5.235036;4.396607
ADAMTS14 ;5.816583;6.338338;6.182662;6.083698;5.966918;5.393066;5.415146;5.376302;5.482609;5.319495;6.084629;5.516261
CCL7 ;5.599508;5.706291;5.235784;4.841867;4.868829;4.54788;4.482913;4.901016;4.667981;4.148363;6.004732;4.391061
CHIC2 ;8.715293;8.795859;8.811702;8.883254;8.650394;8.075903;8.023973;8.444748;8.042839;8.068099;8.788967;8.076258
LOC729987 ;5.965569;5.720946;5.455228;5.899292;5.69801;5.469573;4.919718;5.055289;4.070504;5.112896;5.537164;4.620571
LOC284561 ;8.765073;8.731673;8.860445;8.736963;8.673162;8.048866;8.033198;8.474104;7.799356;8.119476;8.626561;7.672449
LRRN3 ;4.714733;4.342998;4.631345;4.266856;4.262672;3.676346;3.747899;3.846555;3.383724;3.478941;4.111974;3.887324
CSGALNACT1 ;4.72053;5.06073;4.93942;4.937152;5.105876;4.263664;4.208766;4.394402;3.963226;4.546283;4.797055;4.035287
MGLL ;6.285714;6.46033;6.338234;6.459691;6.307301;5.803804;5.827349;5.718334;5.568041;5.916425;6.368752;5.588518
SNORA65 ;8.900031;8.353272;8.702675;9.151461;8.626825;8.095705;8.389652;7.839355;8.084725;7.796589;8.980259;8.073806
RALA ;9.30971;9.167435;9.278341;9.278812;9.125101;8.632391;8.542506;8.847203;8.609159;8.615985;9.270706;8.483348
OTTHUMG00000171478  // CTD-2207P18.2 ;7.017501;7.115328;7.041902;7.122725;6.732277;6.240689;6.569781;6.515124;6.313698;6.21098;7.188003;6.427707
RNF152 ;7.968847;8.142709;7.987882;7.983317;8.021829;7.464127;7.541236;7.468299;7.275269;7.432051;7.977671;7.06899
MPP7 ;4.475339;4.141013;4.516683;4.173914;4.776301;3.795609;4.060403;3.714878;3.481732;3.66795;4.587717;3.72299
CNIH3 ;6.097613;6.16822;5.915628;6.027913;5.960173;5.339277;5.49572;5.360567;5.40097;5.518097;6.064065;5.510225
VDR ;7.387657;7.568013;7.409244;7.315757;7.308053;6.762866;6.778619;7.02431;6.613712;6.834629;7.401544;6.528416
ABL2 ;7.387639;7.249573;7.349065;7.493351;7.154426;6.883211;6.792484;6.655945;6.605289;6.730114;7.434659;6.680578
LCTL ;5.572513;5.708095;5.542344;5.687862;5.143177;4.875717;4.984416;5.402567;4.551797;4.602479;5.74502;4.462513
APBB1IP ;4.376726;4.334148;4.557282;4.244938;4.566874;3.831363;3.739664;3.924515;3.727517;4.052836;4.699991;3.528493
IL8 ;9.976852;10.28962;10.17732;10.37777;9.590822;9.30997;9.464397;9.647414;9.332691;9.414215;10.55853;9.483471
GDNF ;5.711757;6.234332;5.995591;6.30239;5.957463;5.400909;5.371526;5.487967;5.424731;5.301796;6.167345;5.49625
MT2A ;9.851797;10.05397;10.06669;10.03056;9.905448;9.591256;9.323191;9.196802;9.392944;9.474191;10.12394;9.378816
FDPS ;6.646796;6.690354;6.656335;6.551422;6.622487;5.970838;6.095037;6.05602;5.860954;6.20662;6.508178;5.875079
OTTHUMG00000152531  // AC002480.4 ;6.298486;5.971502;6.005195;6.069088;5.652544;5.493595;5.315097;5.431643;5.413704;4.960971;5.907489;5.265765
TBX3 ;7.511281;7.760222;7.780186;7.711918;7.479191;6.924191;6.994745;7.17881;6.862829;7.141588;7.776596;7.182444
ABI3BP ;11.45588;11.51236;11.3725;11.46191;11.28865;10.84601;10.74824;11.05108;10.7984;10.75323;11.47831;10.82326
GMNC ;4.818818;4.535568;4.916962;4.63289;4.925728;4.352485;3.705335;4.224629;3.91358;4.290799;5.371079;4.354667
ADAMTS6 ;8.902315;8.703501;8.829549;8.992281;8.581695;8.371219;8.261058;8.175586;8.199943;8.192187;8.912848;8.035969
FOXS1 ;6.902107;6.784266;6.787378;6.753544;7.044048;6.261733;6.016932;6.144397;6.583274;6.111721;6.744503;6.061095
KIAA1199 ;9.88905;9.937416;10.03234;9.865767;9.905636;9.545473;9.462212;8.890062;9.511749;9.197645;9.975769;9.027399
AIM1 ;5.973086;5.683721;5.93677;5.731582;5.497485;5.271356;5.038167;4.929467;4.863444;4.672414;5.259274;5.145758
CYR61 ;11.55911;11.76555;11.62813;11.54573;11.62101;11.11884;11.14086;10.82666;11.14762;11.03752;11.66194;10.95661
RND3 ;8.87274;8.928955;8.905972;9.02532;8.772139;8.330709;8.292242;8.496294;8.230571;8.338748;8.861629;8.151863
SORBS1 ;5.864289;5.876347;5.971804;5.751523;5.81587;5.090019;5.362387;5.213545;5.185858;5.367434;5.617332;5.047797
LIPH ;6.684227;6.660028;6.731721;6.743935;6.242424;5.939537;6.074155;5.921962;5.696331;6.010345;6.349632;5.920695
NLGN4Y-AS1 ;6.121692;6.047338;6.367798;6.450513;6.474661;5.361401;5.432834;5.601219;6.000879;5.796249;6.183764;5.424638
CPE ;6.601423;6.761277;6.637254;6.666792;6.630789;6.018617;5.876496;6.368682;5.963837;6.040112;6.564489;5.953181
FDFT1 ;6.211843;6.032897;6.257927;5.896414;6.145508;5.579661;5.365261;5.693115;5.407305;5.569712;6.070094;5.354368
CCK ;5.198066;5.434665;5.530602;5.302024;5.449326;4.583744;4.94717;4.30699;4.774678;4.805478;5.382342;4.971959
NR4A1 ;6.299603;6.827391;6.864467;6.476746;6.705204;5.817698;5.669488;6.225967;5.987163;5.927758;6.537459;6.120027
TMEM204 ;8.051232;8.224374;8.271421;8.368771;8.152053;7.732287;7.799461;7.656739;7.56319;7.64647;8.335588;7.380729
OTTHUMG00000155286  // AC009492.1 ;5.406183;5.432123;4.920157;5.637154;5.171359;4.611863;4.363138;4.887553;4.170465;4.772775;5.240193;4.815905
TRAM1 ;9.00549;8.736567;9.017883;9.048594;8.967216;8.597284;8.4928;7.927522;8.466749;8.204318;8.942137;8.152248
NOTCH3 ;7.704319;7.748045;7.592911;7.754757;7.68983;7.082952;7.378028;6.842603;6.760434;7.373676;7.840559;7.037246
IRAK1 ;7.187985;7.235747;7.316414;7.292184;7.243207;6.897457;6.82548;6.460501;6.618676;6.762177;7.430399;6.543115
ADAMTS1 ;8.710232;8.574401;8.653252;8.586588;8.796628;8.193751;8.165613;8.052275;8.015656;8.132977;8.576192;7.883024
HSPB6 ;10.27995;10.39072;10.25047;10.08709;10.30653;9.801644;9.635646;9.704278;9.660368;9.74447;10.19535;9.531322
SWAP70 ;9.26816;9.182828;9.358672;9.26359;9.188993;8.714179;8.76649;8.820224;8.674226;8.675292;9.317266;8.634467
ORMDL2 ;8.379386;8.397276;8.431902;8.40945;8.143181;7.909106;7.796864;7.641162;7.721631;7.89316;8.354141;7.698907
SLC20A2 ;8.042237;8.082531;8.041308;8.005303;7.923602;7.475333;7.44623;7.377284;7.572709;7.475114;7.934741;7.406155
FAM69A ;7.744308;7.825457;7.837928;7.802359;7.616811;7.28372;7.078445;7.31911;7.040462;7.110053;7.614254;7.157076
NPC1 ;8.437128;8.574026;8.565475;8.467785;8.410653;7.946305;7.874815;8.096352;7.946907;7.957105;8.531505;7.832275
ALOX5AP ;6.868335;7.015401;6.716574;6.734157;6.724321;6.236813;5.978121;6.355571;6.084514;6.286824;6.745996;6.308102
FBLN5 ;9.441405;9.452192;9.408357;9.43772;9.465556;8.957623;8.859571;9.000073;8.934135;8.859846;9.461689;8.912964
STARD4 ;9.180871;9.187689;9.203896;9.18859;8.976488;8.63659;8.431224;8.947941;8.367739;8.35113;9.092382;8.378194
IER3 ;11.39903;11.59437;11.51573;11.484;11.40464;10.96432;10.97619;10.89366;10.99006;10.97205;11.54786;10.92824
RASSF2 ;6.551018;6.60989;6.580764;6.491671;6.77922;5.996463;5.943474;5.984249;6.111;5.725207;6.224872;5.836534
BCL2A1 ;5.477377;6.114635;5.861583;5.9574;5.526233;5.380641;5.095739;5.215405;5.078125;5.281332;5.976377;5.03404
CMIP ;8.508133;8.441124;8.446323;8.358793;8.272827;8.898112;9.01498;8.916724;8.864708;8.928986;8.510684;8.817318
RASA4 ;8.324268;8.303116;8.240599;8.27247;8.328695;8.825416;8.808758;8.652048;8.663579;8.807747;8.267307;8.815879
EMC10 ;8.582088;8.828625;8.767149;8.81121;8.820004;9.320198;9.244421;9.007953;9.358965;9.336406;8.649002;9.23019
GRPEL2 ;7.698963;7.771919;7.590034;7.597383;7.592417;8.260506;8.056647;8.380773;8.07598;8.162045;7.61287;7.973232
ISYNA1 ;6.644192;6.608969;6.327971;6.549199;6.716234;7.315687;7.289736;6.81701;6.913779;7.146228;6.614498;7.237071
KRT18 ;6.776333;6.689506;6.468989;6.701614;6.856222;7.522982;7.344799;6.818438;7.363493;6.979478;6.252542;7.239024
PCED1A ;7.631892;7.842523;7.608927;7.79389;7.716144;8.446309;8.285501;8.071924;8.316552;8.280557;7.961889;8.25019
ZCCHC24 ;7.338694;7.221897;7.122099;7.305198;7.26819;7.701488;7.771364;7.575392;7.799933;7.84515;7.13828;7.669988
HLA-A ;6.430477;6.742331;6.605881;6.626832;6.87198;7.269346;7.421041;6.726923;7.363042;7.037891;6.423842;7.353601
MIR181B1 ;6.854294;6.585605;6.846212;6.7272;6.320083;7.108911;7.060848;7.954073;7.133739;7.133218;6.778759;7.406577
ANXA4 ;9.867088;9.781553;9.885262;9.953224;9.772016;10.44247;10.37249;10.48047;10.38691;10.26645;9.773423;10.11756
FAM13A ;6.190403;6.059907;6.24045;6.091391;5.933516;6.742558;6.707329;6.540823;6.427863;6.675099;5.670985;6.3981
CCND2 ;7.377594;7.422069;7.266943;7.390246;7.158129;7.854959;7.842852;7.901545;7.77243;7.920601;7.420504;7.720404
PRR15 ;4.87363;4.929487;4.995404;4.638093;5.105;5.356815;5.400404;5.520572;5.384616;5.588828;4.794092;5.254327
HHLA3 ;6.211603;6.393304;6.21965;6.059787;6.16579;6.707552;6.598456;7.11127;6.539565;6.925143;6.222687;6.672987
PCDHB14 ;6.284291;6.110426;5.701595;5.99109;5.936922;6.75301;6.593768;6.289291;6.460558;6.660018;5.861007;6.462879
NBPF1 ;7.703135;7.673023;7.907351;7.660805;7.665504;8.376335;8.257069;8.118973;8.176689;8.064875;7.627434;8.292059
HIST1H2AC ;8.856868;8.526951;8.747198;8.707324;8.620054;9.146118;9.338222;9.193252;9.121347;9.21963;8.460882;9.021362
WFS1 ;7.97603;8.16783;8.006338;8.1818;8.10428;8.699731;8.464161;8.500212;8.641986;8.810997;8.255701;8.661829
TBC1D3G ;6.47065;6.629876;6.610857;6.559515;6.340818;6.874439;7.133381;7.255155;7.078164;6.921405;6.560542;7.022053
MYOZ2 ;5.41663;5.641475;5.57244;5.665062;5.353961;6.17239;5.824255;6.588476;6.122462;6.143098;5.574908;5.836545
SLC22A3 ;4.457457;5.01013;4.992937;4.617496;4.813357;5.499352;5.205758;5.194005;5.170496;5.716836;4.819323;5.385048
EGFL8  // PPT2 ;5.715533;5.65171;5.805454;5.918188;5.682164;6.470076;6.185804;6.294005;6.337355;6.260689;5.761914;6.074656
RPP25 ;5.706075;5.70912;5.895618;5.884475;5.878314;6.530493;6.399932;6.003111;6.342141;6.41735;5.757548;6.319418
OTTHUMG00000162055  // RP11-893F2.5 ;5.783538;5.729781;5.739037;6.033857;5.921072;6.512802;6.106865;6.562158;6.347149;6.236057;5.670922;6.344963
SRPX ;11.75033;11.7818;11.7521;11.70229;11.75377;12.26204;12.22464;12.25277;12.23938;12.20481;11.7241;12.10499
EGFL8  // PPT2 ;5.757636;5.65567;5.826793;5.943283;5.72618;6.535207;6.217776;6.286502;6.378674;6.289871;5.784287;6.108363
TMEM140 ;4.907278;4.695321;4.963003;4.946636;5.023111;5.956381;5.311393;5.522029;5.440398;5.297055;4.640502;5.164301
CSF1 ;5.867589;6.173743;6.331128;6.158689;6.283751;6.589874;6.650977;6.845666;6.587379;6.616004;5.954329;6.696758
PML ;7.394639;7.421088;7.16199;7.221167;7.435516;7.951265;7.972327;7.831283;7.864715;7.824747;7.460746;7.729189
PRNP ;8.792391;8.777601;8.746382;8.875918;8.742315;9.167332;9.279938;9.555698;9.230483;9.332561;8.771885;9.206419
MAP3K8 ;6.255218;5.942989;5.585664;6.176246;6.142153;7.034825;6.61611;6.493891;6.757561;6.919614;6.45524;6.434656
FMO4 ;5.095048;5.364736;5.149638;5.220334;4.915561;5.811821;5.454478;5.780297;5.642745;5.565002;5.005877;5.740188
RAB31 ;11.1819;11.35333;11.38252;11.27459;11.30098;11.75692;11.73351;12.12283;11.75416;11.76537;11.27888;11.76349
EGFL8  // PPT2 ;5.683354;5.62259;5.823423;5.924871;5.658887;6.513356;6.195976;6.281114;6.333203;6.263425;5.777568;6.078486
HABP4 ;7.152555;6.966334;7.129934;7.242269;6.965068;7.588046;7.699544;7.603071;7.536418;7.757339;7.100391;7.465542
PNCK ;4.65729;5.469037;5.089426;5.264897;5.51814;5.919567;6.184396;5.651815;6.044405;5.552923;5.338818;5.744949
SFXN5 ;4.594649;5.192264;5.019091;5.100103;4.985307;5.451099;5.674573;5.474968;5.428808;5.54114;4.937632;5.551722
NMU ;5.278595;4.909212;5.290359;5.271562;5.156788;5.745417;5.756459;5.49612;5.936239;5.643502;4.892222;5.567399
PRR24 ;7.422228;7.144742;7.088657;7.176899;7.577488;7.868255;7.890867;7.491093;7.803515;7.901128;7.100004;7.951106
SUGT1P1 ;5.366301;5.490092;5.568091;5.229854;5.224874;5.629165;6.06664;5.804188;6.157327;5.961277;5.125651;5.781664
PIM2 ;5.29929;5.384334;5.208555;5.171877;5.692388;5.840102;6.020847;5.879269;5.945107;6.134492;5.556628;5.825377
B4GALT1 ;10.73956;10.74418;10.6722;10.64679;10.70635;11.20908;11.17834;11.15499;11.151;11.17092;10.70552;11.15948
ZMYND8 ;7.714548;7.638084;7.608436;7.366707;7.551484;8.13518;8.118734;8.333322;8.006799;8.117306;7.717201;8.047537
TJP1 ;8.985618;9.024792;8.866664;8.92109;8.930723;9.550536;9.459419;9.63454;9.37947;9.381946;9.005341;9.365283
EGFL8  // PPT2 ;5.673511;5.663129;5.93083;5.983359;5.603169;6.486182;6.256841;6.385292;6.341897;6.293313;5.793845;6.122714
POLB ;5.547122;5.477584;5.44899;5.715076;5.399328;6.069073;6.054427;6.118562;5.825041;6.181435;5.307574;5.882024
WT1-AS ;4.763351;5.090668;5.07297;5.107548;5.239405;5.486197;5.705354;5.690905;5.281311;5.81092;4.664676;5.473054
OTTHUMG00000158832  // RP11-20B7.1 ;5.649529;5.206617;5.59606;5.223964;5.494008;5.972841;6.120338;6.160766;5.695326;5.776659;5.292494;6.232545
TERF2 ;8.190063;8.325192;8.142052;8.20002;8.21981;8.667505;8.629402;8.923683;8.639625;8.888229;8.232939;8.667925
HINT3 ;7.352073;7.285809;7.348864;7.207346;7.105291;7.737288;7.749351;8.043428;7.871671;7.685921;7.285611;7.67086
DNALI1 ;5.236343;5.001422;5.108632;5.276482;5.002017;5.945891;5.752299;5.777377;5.355957;5.847771;5.229204;5.559698
EDNRA ;8.537486;8.758411;8.837698;8.729083;8.578088;9.22872;9.323981;9.417761;9.153162;9.341808;8.831175;9.034689
MIF4GD ;6.421008;6.269405;6.358074;6.305765;6.210223;6.967546;6.760485;6.886232;6.79293;6.81264;6.337441;6.716715
MYL4 ;4.458138;4.276604;4.607464;4.676817;4.754597;5.233513;5.351134;5.094835;5.144365;4.829886;4.563641;5.072968
SSTR2 ;4.628133;4.687658;4.621352;4.398673;4.899318;5.152003;4.850134;5.51943;5.193816;5.225187;4.418357;5.207651
ZNF462 ;6.319538;6.439157;6.609896;6.742643;6.497567;7.079076;7.216704;7.335307;6.925123;6.956126;6.617114;7.039392
EPHX1 ;6.802126;6.793941;6.736548;6.496581;6.744952;7.366706;7.287645;7.082993;7.214746;7.311998;6.872813;7.380762
MIR378E ;4.057836;5.036438;4.533623;5.055353;4.742548;5.151109;5.486082;5.74501;5.282505;5.413018;4.410309;4.846025
MIR4737 ;9.470492;9.44715;9.265567;9.543034;9.384516;9.903336;10.04574;9.900481;10.05492;9.857301;9.49966;9.932833
SGSH ;7.344218;7.605451;7.371115;7.481402;7.535483;8.083161;7.977519;7.725119;8.046901;8.174345;7.368014;7.948867
CNOT6L ;7.096388;7.08647;6.939329;7.060326;7.071055;7.576818;7.484202;7.650868;7.399306;7.719677;7.028563;7.548363
MEF2C ;4.556638;4.541824;4.497001;4.810621;4.705959;5.17849;5.0962;5.529622;5.041043;4.935526;4.425601;5.186896
HLA-H ;4.359373;4.473871;4.765379;4.496601;4.489324;4.864868;5.041444;4.903837;5.164079;5.306236;4.283977;4.980143
SLC11A2 ;6.984097;7.223992;7.113706;7.262684;7.095959;7.722455;7.629577;7.736475;7.676828;7.680341;7.259734;7.585242
MKNK2 ;7.362731;7.276464;7.372955;7.268353;7.24462;7.923234;7.949898;7.515245;7.834895;7.967389;7.130858;7.746903
NQO2 ;8.111065;8.040853;8.102604;8.063245;8.027631;8.720054;8.480967;8.602039;8.430286;8.667257;8.131943;8.66078
GEN1 ;6.564927;6.488188;6.607649;6.490417;6.489616;7.085789;6.995429;7.353171;6.873693;7.13643;6.397147;6.880757
DNAH10OS ;4.887577;4.784103;4.614558;4.710682;4.947474;5.289379;5.557642;5.577598;5.092022;5.739012;5.045898;5.284534
LYN ;7.77241;7.796726;7.779283;7.736445;7.714966;8.1722;8.245693;8.407976;8.210162;8.406703;7.80484;8.217602
HLA-A ;11.43418;11.60173;11.606;11.57268;11.59464;12.06038;12.17906;11.99015;12.0681;12.14644;11.58065;11.9833
HEPH ;7.556408;7.502131;7.54801;7.574729;7.403582;8.051544;8.088886;7.965197;7.918417;8.243871;7.551127;7.988122
ARHGEF3 ;6.182917;5.940404;5.897232;6.217275;6.12536;6.721158;6.531046;6.704514;6.574771;6.551758;6.123306;6.586468
POLR2A ;8.483644;8.42799;8.351357;8.327755;8.327035;8.78378;8.951913;9.004885;8.752477;9.089474;8.514883;9.063531
C1RL ;6.358761;6.594617;6.512919;6.50926;6.492891;7.097718;7.091781;7.049355;6.973684;7.147132;6.458208;6.764437
GSTM4 ;6.349681;6.135944;6.135715;6.187547;6.251532;6.742284;6.75788;6.69585;6.652772;6.739167;6.298518;6.822155
LOC339685 ;4.284636;4.083469;4.407048;4.594205;4.807746;4.857315;5.213;4.876727;4.881806;5.172385;4.403242;5.188594
SLC5A12 ;5.043069;4.772978;5.173234;4.934393;4.757714;5.50547;5.62575;5.847116;5.338922;5.27503;4.73288;5.362797
GALNT14 ;4.193092;4.46102;4.628063;4.634601;4.428524;4.977019;4.689147;5.136485;5.010042;5.000205;4.002008;5.125619
HELZ2 ;4.794559;5.062294;5.126236;5.469849;5.386452;5.911957;5.713369;5.895293;5.943412;5.833846;5.252037;5.429516
RAPGEF5 ;4.545033;4.504249;4.348179;4.482993;4.4914;5.217972;5.164905;5.017879;4.86881;4.948218;4.710208;5.134995
G6PD ;8.395057;8.311955;8.216642;8.346581;8.388262;8.869144;8.925506;8.633457;8.823114;8.89806;8.214065;8.868307
DHX58 ;5.245454;5.41104;5.544176;5.350331;5.431541;6.090796;6.260775;5.989668;6.016799;5.968481;5.718474;5.78484
SH3BP5 ;7.113585;7.265019;7.262581;6.825599;6.982111;7.617783;7.628254;7.715138;7.522941;7.658765;6.966657;7.576714
JMY ;7.032524;6.935657;6.790888;6.717746;6.887005;7.404946;7.425608;7.545238;7.463627;7.641169;7.022182;7.217556
ASAP2 ;9.33537;9.338998;9.231222;9.343904;9.200571;9.739717;9.866804;9.848489;9.791626;9.969815;9.406313;9.749991
LRP4 ;5.464169;5.450632;5.435187;4.900353;5.434831;6.008212;5.894295;6.139492;5.954009;5.88137;5.411507;5.738248
SPTBN1 ;11.04815;11.09792;11.0968;11.07258;10.98755;11.52667;11.61461;11.69153;11.49438;11.61792;11.18836;11.61046
CA11 ;4.885195;4.094639;4.292034;5.228183;5.185792;5.622142;5.408067;5.665402;5.53414;5.108716;4.879502;5.462614
PPP1R12B ;6.044759;5.963693;5.866317;5.886114;5.814328;6.625663;6.467479;6.474687;6.386456;6.449718;5.946132;6.29958
SLC29A3 ;6.017589;6.361049;5.901565;5.952852;6.067762;6.547405;6.497585;6.66207;6.630888;6.807198;6.201273;6.740731
SUSD1 ;6.798231;7.004072;6.896721;6.857018;6.470531;7.259686;7.3964;7.396663;7.303009;7.438325;6.852194;7.439733
OTTHUMG00000169765  // RP11-114H23.1 ;5.129705;4.882222;5.006053;5.191772;4.827938;5.621879;5.559772;5.549106;5.459675;5.49522;4.69518;5.421008
HLA-A ;10.05487;10.09656;10.12076;9.988527;10.08393;10.64024;10.5934;10.44492;10.56025;10.6527;9.980868;10.51301
HLA-A ;10.05487;10.09656;10.12076;9.988527;10.08393;10.64024;10.5934;10.44492;10.56025;10.6527;9.980868;10.51301
TP53I3 ;7.579683;7.550076;7.538226;7.611398;7.618678;8.006366;8.122629;8.106528;7.958509;8.053864;7.456597;8.223075
MANBA ;8.658644;8.665452;8.625635;8.674103;8.475911;9.130029;9.223579;9.237904;9.082195;9.069077;8.575227;9.050361
FRK ;5.133683;5.055848;5.316068;5.329268;5.377331;6.042859;5.806911;6.193372;5.667618;5.848514;5.246008;5.496776
CD40 ;5.460533;5.368818;5.264309;5.46681;5.411996;5.810155;5.898258;6.03253;6.190656;6.105052;5.433647;5.725316
CNKSR3 ;5.015212;4.995589;4.658051;4.967948;5.000481;5.663366;5.433632;5.317845;5.344426;5.453395;4.704247;5.519707
CCDC152 ;4.119991;4.231299;3.264016;3.958438;4.326171;4.621364;5.125897;4.848646;4.471287;4.744334;4.246887;4.467631
PTPLB ;8.172822;8.146004;8.106581;8.066477;8.122322;8.737189;8.579273;8.809683;8.589951;8.649764;7.978819;8.447579
JUP ;8.413307;8.564432;8.3547;8.415739;8.430932;8.916251;9.0322;8.896007;9.001735;8.999635;8.534199;8.951866
LRRC4B ;4.713301;5.048538;5.167402;4.813701;4.906262;5.550531;5.502293;5.267969;5.8378;5.22942;4.315384;5.445579
SCG2 ;4.586909;4.493952;4.801226;4.425258;4.698322;5.397953;5.528314;5.196399;5.13995;5.154749;4.478572;4.747721
SP110 ;6.594742;6.393024;6.536233;6.46963;6.242423;6.970131;6.918254;7.546868;6.975715;7.013648;6.527938;6.933051
PATL1 ;9.360213;9.330294;9.246004;9.373311;9.322786;9.773802;9.957832;10.05963;9.81666;9.861097;9.452328;9.802906
HMGN1 ;6.499622;5.994107;6.339782;6.252584;5.809998;6.782821;6.984943;6.75276;6.830859;6.903443;6.50802;6.808702
ARHGAP26 ;6.320293;6.339021;6.409964;6.202001;6.15576;6.735246;6.886924;6.891161;6.798861;6.835738;6.152956;6.65838
KLLN ;4.55368;4.451066;4.872441;4.814743;4.472291;5.206768;4.989465;5.346877;5.28822;5.333216;4.654119;5.119573
UBR3 ;7.773978;7.674898;7.483769;7.728019;7.572909;8.222366;8.126286;8.319574;8.065702;8.222434;7.707669;8.210291
GRIK2 ;5.74094;6.089267;6.265316;6.230999;6.185873;6.515645;6.856952;6.965866;6.392931;6.880599;6.082683;6.659584
SERPING1 ;5.946733;5.834054;5.795152;5.938504;5.851953;6.40432;6.297286;6.329149;6.497584;6.403658;5.784365;6.338477
OLFM1 ;4.735128;4.515148;4.915794;5.12092;4.678558;5.21895;5.128727;5.534597;5.271307;5.692151;4.723816;5.556116
FAM71F1 ;4.094963;4.371845;4.387661;4.101797;4.294136;4.585111;4.793045;5.139088;4.673215;5.021899;4.168584;4.754658
IKBKE ;5.809571;6.190015;5.881116;6.275446;5.769115;6.688933;6.474345;6.556297;6.515372;6.982816;6.133341;6.504774
HLA-L ;8.189449;8.245768;8.249527;8.128971;8.264092;8.7885;8.802979;8.532108;8.772331;8.866111;8.004273;8.618135
CYFIP2 ;6.416017;6.170354;6.46391;6.425109;6.225175;6.920743;6.802655;7.059615;6.748429;6.95255;6.262016;6.805088
CRISPLD1 ;6.421166;6.328039;6.374582;6.335947;6.280426;6.911542;6.736062;7.094472;6.70463;6.978077;6.147899;6.812749
ADD2 ;5.066333;5.586456;5.303028;5.42893;5.379911;6.051097;5.833832;6.073222;5.729053;5.762918;4.675927;5.853816
NUDT4P1  // NUDT4P1 ;6.154597;6.374609;6.276385;6.136933;6.390225;6.832794;6.745792;6.75948;6.784879;6.679945;6.078879;6.878195
CNN2 ;11.58036;11.53017;11.42607;11.50191;11.48594;11.9853;12.01812;12.06952;11.99896;12.08084;11.4751;11.92215
HCFC1R1 ;6.901079;6.944797;6.875774;6.949892;7.09061;7.630195;7.572704;7.179539;7.704252;7.516108;6.968411;7.545186
RBM47 ;5.185503;4.756866;5.116959;4.788288;5.335407;5.537566;5.719345;5.502007;5.743924;5.761387;5.151;5.661758
RPS6KA5 ;4.696255;4.601092;4.522533;4.696255;4.596639;5.049835;5.424847;5.428272;5.199267;5.09422;4.657421;5.001335
KLHDC7B ;5.246591;5.037907;5.419204;5.086476;5.054949;5.705235;5.965153;6.019735;5.591079;5.771937;5.1394;5.505179
ZNF608 ;5.756634;5.75679;5.648238;5.824786;5.911188;6.346957;6.168407;6.523127;6.215066;6.349506;5.677387;6.286215
RTP4 ;4.998703;5.217618;4.839462;4.858135;4.77207;5.994676;5.851519;5.627915;5.393421;5.298893;5.164456;5.488543
TMEM38B ;6.657854;6.892136;6.742718;6.674133;6.464569;7.350711;7.329247;7.750473;6.982533;7.25054;6.658989;7.138027
